gauge_id,state,name,provider,lat,long
07089000,CO,"COTTONWOOD C BL HOT SPRINGS, NR BUENA VISTA, CO.",usgs,38.81277374,-106.2222426
07090000,CO,"CHALK CREEK (UPPER STATION) NEAR ST. ELMO, CO",usgs,38.7125,-106.3175833
07090500,CO,"CHALK CREEK NEAR ST. ELMO, CO",usgs,38.71269444,-106.2346389
07091000,CO,"CHALK CREEK NEAR NATHROP, CO",usgs,38.73325,-106.1602778
07091200,CO,"ARKANSAS RIVER NEAR NATHROP, CO",usgs,38.6522188,-106.051126
07091500,CO,"ARKANSAS RIVER AT SALIDA, CO.",usgs,38.5458304,-106.0105693
07092000,CO,"SOUTH FORK ARKANSAS RIVER AT PONCHA, CO.",usgs,38.5113863,-106.0794607
07093000,CO,"PONCHA CREEK AT PONCHA, CO.",usgs,38.5099974,-106.0755717
07093500,CO,"SOUTH ARKANSAS RIVER NEAR SALIDA, CO.",usgs,38.52138608,-105.9897352
07093700,CO,"ARKANSAS RIVER NEAR WELLSVILLE, CO.",usgs,38.50277496,-105.9397333
07093740,CO,"BADGER CREEK, UPPER STATION, NEAR HOWARD, CO",usgs,38.65888469,-105.8138942
07093775,CO,"BADGER CREEK, LOWER STATION, NEAR HOWARD, CO.",usgs,38.46721949,-105.8600083
07094500,CO,"ARKANSAS RIVER AT PARKDALE, CO.",usgs,38.4872189,-105.373604
07094600,CO,"SOUTH COLONY CREEK NEAR WESTCLIFFE, CO.",usgs,37.9991669,-105.4908389
07094900,CO,"MIDDLE TAYLOR CREEK NEAR WESTCLIFFE, CO.",usgs,38.10833258,-105.601395
07095000,CO,"GRAPE CREEK NEAR WESTCLIFFE, CO.",usgs,38.18611049,-105.4836125
07096000,CO,"ARKANSAS RIVER AT CANON CITY, CO.",usgs,38.43388674,-105.2572128
07096250,CO,"FOURMILE CREEK BELOW CRIPPLE CREEK NEAR VICTOR, CO",usgs,38.66388094,-105.228041
07096500,CO,"FOURMILE CREEK NEAR CANON CITY, CO.",usgs,38.43638726,-105.1913777
07097000,CO,"ARKANSAS RIVER AT PORTLAND, CO.",usgs,38.38833418,-105.0160961
07099050,CO,"BEAVER CR ABV UPPER BEAVER CEMETERY NR PENROSE, CO",usgs,38.56166228,-105.0219257
07099060,CO,"BEAVER CREEK ABOVE HIGHWAY 115 NEAR PENROSE, CO",usgs,38.4891658,-104.9974832
07099080,CO,"RED CREEK BELOW SULLIVAN PARK AT FORT CARSON, CO",usgs,38.4997222,-104.9133333
07099100,CO,"BEAVER CREEK NEAR PORTLAND, CO.",usgs,38.3741679,-104.9641504
07099200,CO,"ARKANSAS RIVER NEAR PORTLAND, CO.",usgs,38.3372241,-104.9388723
07099215,CO,"TURKEY CREEK NEAR FOUNTAIN, CO",usgs,38.61166168,-104.894699
07099220,CO,"LITTLE TURKEY CREEK NEAR FOUNTAIN, CO.",usgs,38.62721725,-104.8663648
07099230,CO,"TURKEY CREEK AB TELLER RES NEAR STONE CITY, CO.",usgs,38.46499989,-104.8272009
07099233,CO,"TELLER RESERVOIR NEAR STONE CITY, CO.",usgs,38.44250024,-104.8258122
07099235,CO,"TURKEY CREEK NR STONE CITY, CO",usgs,38.4322226,-104.8333125
07099238,CO,"TELLER RESERVOIR SPILLWAY NEAR STONE CITY, CO",usgs,38.43888889,-104.8208333
07099400,CO,"ARKANSAS RIVER ABOVE PUEBLO, CO",usgs,38.2716694,-104.718033
07099500,CO,"ARKANSAS RIVER NEAR PUEBLO, CO.",usgs,38.26722495,-104.6577535
07099969,CO,"ARKANSAS R. AT ST CHARLES MESA DIVER. AT PUEBLO,CO",usgs,38.25361396,-104.6060854
07099970,CO,"ARKANSAS RIVER AT MOFFAT STREET AT PUEBLO, CO",usgs,38.25361396,-104.6060854
07099973,CO,ARKANSAS RIVER TRIBUTARY ABOVE HWY 227 AT PUEBLO,usgs,38.25388889,-104.5958333
07099990,CO,"FOUNTAIN CREEK AT GREEN MOUNTAIN FALLS, CO",usgs,38.93887944,-105.0158153
07100300,CO,"FOUNTAIN CREEK AT CASCADE, CO",usgs,38.8970833,-104.9717778
07100750,CO,"WALDO CANYON ABV MOUTH NEAR MANITOU SPRINGS, CO",usgs,38.8881111,-104.9356944
07103700,CO,"FOUNTAIN CREEK NEAR COLORADO SPRINGS, CO.",usgs,38.85471357,-104.8780314
07103702,CO,"CAMP CREEK ABOVE GLEN EYRIE NEAR COLO SPRINGS, CO",usgs,38.90755278,-104.9037278
07103703,CO,"CAMP CREEK AT GARDEN OF THE GODS, CO",usgs,38.87693609,-104.8727543
07103740,CO,"NORTH MONUMENT CRK AT SPRING ST AT PALMER LAKE, CO",usgs,39.1155472,-104.9124816
07103747,CO,"MONUMENT CREEK AT PALMER LAKE, CO",usgs,39.10255556,-104.8922778
07103750,CO,"MONUMENT CREEK AT MONUMENT, CO.",usgs,39.09638075,-104.8855363
07103755,CO,"MONUMENT CREEK BELOW MONUMENT LAKE NR MONUMENT, CO",usgs,39.0875,-104.8791667
07103780,CO,"MONUMENT C AB N.GATE BLVD AT USAF ACADEMY, CO.",usgs,39.03102778,-104.8466111
07103785,CO,"DEADMANS CR ABV DEADMANS LAKE AT USAF ACADEMY, CO",usgs,39.02416667,-104.9008333
07103790,CO,"MONUMENT CR BEL SEWAGE TR PLANT AT USAF ACADEMY,CO",usgs,38.98138889,-104.8305556
07103797,CO,"WEST MONUMENT CREEK BELOW RAMPART RESERVOIR, CO",usgs,38.97499176,-104.9555374
07103800,CO,"WEST MONUMENT CREEK AT U.S. AIR FORCE ACADEMY, CO",usgs,38.97054766,-104.902758
07103900,CO,"WEST MONUMENT CREEK NEAR PIKEVIEW, CO.",usgs,38.971381,-104.8994246
07103930,CO,"WEST MONUMENT CR AT MOUTH AT USAF ACADEMY, CO",usgs,38.95888889,-104.8355556
07103940,CO,"MONUMENT CR AT SOUTH BOUNDARY USAF ACADEMY, CO",usgs,38.95416667,-104.8333333
07103950,CO,"KETTLE CREEK NEAR BLACK FOREST, CO.",usgs,39.00388188,-104.7396984
07103960,CO,"KETTLE CREEK ABOVE USAF ACADEMY, CO",usgs,38.9761111,-104.7986111
07103970,CO,"MONUMENT CR ABV WOODMEN RD AT COLORADO SPRINGS, CO",usgs,38.9338817,-104.8171992
07103977,CO,"COTTONWOOD CR AT COWPOKE RD. AT COLO SPRINGS, CO",usgs,38.95110464,-104.7135857
07103980,CO,"COTTONWOOD CREEK AT WOODMEN RD NR COLO SPRINGS, CO",usgs,38.93943809,-104.7410863
07103985,CO,"COTTONWOOD CR TRIB AB RANGEWOOD DR AT CO SPRGS, CO",usgs,38.9291604,-104.7471974
07103990,CO,"COTTONWOOD CREEK AT MOUTH AT PIKEVIEW, CO",usgs,38.9272222,-104.8141667
07104000,CO,"MONUMENT CREEK AT PIKEVIEW, CO.",usgs,38.91777057,-104.8185877
07104500,CO,"TEMPLETON GAP FLOODWAY AT COLORADO SPRINGS, CO.",usgs,38.88804838,-104.8174758
07104905,CO,"MONUMENT CREEK AT BIJOU ST. AT COLO. SPRINGS, CO",usgs,38.83721474,-104.8294192
07105000,CO,"BEAR CREEK NEAR COLORADO SPRINGS, CO",usgs,38.82249078,-104.888586
07105490,CO,"CHEYENNE CREEK AT EVANS AVE AT COLORADO SPRINGS,CO",usgs,38.79054685,-104.8641404
07105500,CO,"FOUNTAIN CREEK AT COLORADO SPRINGS, CO",usgs,38.81638158,-104.8227519
07105530,CO,"FOUNTAIN CR BLW JANITELL RD BLW COLO. SPRINGS, CO",usgs,38.8030491,-104.7958069
07105600,CO,"SAND CREEK ABOVE MOUTH AT COLORADO SPRINGS, CO",usgs,38.78832768,-104.773862
07105780,CO,"B DITCH DRAIN NEAR SECURITY, CO.",usgs,38.752495,-104.7624723
07105800,CO,"FOUNTAIN CREEK AT SECURITY, CO",usgs,38.7294404,-104.7338611
07105820,CO,"CLOVER DITCH DRAIN NEAR WIDEFIELD, CO.",usgs,38.71860726,-104.729139
07105900,CO,"JIMMY CAMP CREEK AT FOUNTAIN, CO.",usgs,38.6844413,-104.688583
07105920,CO,"L FOUNTAIN C AB KEATON RE, NR FORT CARSON, CO.",usgs,38.6816601,-104.8585855
07105924,CO,"WOMACK DITCH NEAR FORT CARSON, CO.",usgs,38.68110465,-104.8560855
07105928,CO,"LITTLE FOUNTAIN CREEK NEAR FORT CARSON, CO.",usgs,38.68027144,-104.8527521
07105940,CO,"LITTLE FOUNTAIN CREEK NEAR FOUNTAIN, CO.",usgs,38.64305556,-104.7466667
07105945,CO,"ROCK CREEK ABOVE FORT CARSON RESERVATION, CO.",usgs,38.707493,-104.8466403
07105950,CO,"ROCK CREEK NEAR FORT CARSON, CO.",usgs,38.69693837,-104.8280293
07105960,CO,"ROCK CREEK NEAR FOUNTAIN, CO.",usgs,38.6544415,-104.7471959
07106000,CO,"FOUNTAIN CREEK NEAR FOUNTAIN, CO.",usgs,38.6016647,-104.6702503
07106200,CO,"FOUNTAIN CREEK ABOVE YOUNG HOLLOW NEAR WIGWAM, CO",usgs,38.50225,-104.6064444
07106300,CO,"FOUNTAIN CREEK NEAR PINON, CO",usgs,38.42944444,-104.5980556
07106500,CO,"FOUNTAIN CREEK AT PUEBLO, CO.",usgs,38.2877801,-104.6010849
07107000,CO,"ST. CHARLES RIVER AT SAN ISABEL, CO.",usgs,37.9816734,-105.063881
07107500,CO,"ST. CHARLES RIVER AT BURNT MILL, CO.",usgs,38.0516733,-104.7935935
07107900,CO,"GREENHORN CREEK NEAR RYE, CO.",usgs,37.92056386,-104.9563783
07108050,CO,"GREENHORN CREEK NEAR COLORADO CITY, CO.",usgs,37.9516749,-104.7955392
07108100,CO,"GRANEROS CREEK NEAR RYE, CO",usgs,37.913064,-104.9258218
07108500,CO,"ST. CHARLES RIVER NEAR PUEBLO, CO.",usgs,38.21083685,-104.533028
07108800,CO,"ST. CHARLES RIVER NEAR VINELAND, CO.",usgs,38.2269476,-104.4988602
07108900,CO,"ST. CHARLES RIVER AT VINELAND, CO.",usgs,38.24555835,-104.4863597
07109000,CO,"ST. CHARLES RIVER AT MOUTH, NEAR PUEBLO, CO.",usgs,38.2616691,-104.4680259
07109500,CO,"ARKANSAS RIVER NEAR AVONDALE, CO.",usgs,38.24805799,-104.3991356
07110000,CO,"SIXMILE CREEK NEAR AVONDALE, CO.",usgs,38.24639134,-104.3938578
07110400,CO,"CHICO CR NEAR PUEBLO CHEMICAL DEPOT, CO",usgs,38.36111156,-104.3880234
07110500,CO,"CHICO CREEK NEAR NORTH AVONDALE, CO.",usgs,38.2672242,-104.3733016
07111000,CO,"HUERFANO R AT MANZANARES XING, NR REDWING, CO.",usgs,37.7277816,-105.351395
07111500,CO,"HUERFANO RIVER AT MALACHITE, CO.",usgs,37.7413941,-105.2522246
07112000,CO,"HUERFANO RIVER NEAR BADITO, CO.",usgs,37.72778718,-105.0186054
07112500,CO,"HUERFANO RIVER AT BADITO, CO.",usgs,37.7272317,-105.012494
07113000,CO,"HUERFANO RIVER AT HUERFANO, CO.",usgs,37.81251054,-104.7447058
07113500,CO,"HUERFANO RIVER NEAR MUSTANG, CO.",usgs,37.8547321,-104.7005372
07114000,CO,"CUCHARAS RIVER AT BOYD RANCH, NEAR LA VETA, CO.",usgs,37.42001275,-105.0527781
07114500,CO,"CUCHARAS RIVER NEAR LA VETA, CO.",usgs,37.4500124,-105.0372213
07116000,CO,"HUERFANO R BL HUERF VALY DAM NR UNDERCLIFFE, CO.",usgs,38.0013961,-104.4724732
07116500,CO,"HUERFANO RIVER NEAR BOONE, CO.",usgs,38.2250024,-104.2607996
07117000,CO,"ARKANSAS RIVER NEAR NEPESTA, CO.",usgs,38.18417028,-104.1732974
07117500,CO,"ARKANSAS RIVER AT NEPESTA, CO.",usgs,38.17889278,-104.1391298
07117600,CO,"CHICOSA CREEK NEAR FOWLER, CO.",usgs,38.1491714,-104.0802394
07118000,CO,"APISHAPA RIVER NEAR AGUILAR, CO.",usgs,37.38640438,-104.6658194
07118500,CO,"APISHAPA RIVER AT AGUILAR, CO.",usgs,37.40029308,-104.6419296
07119000,CO,"APISHAPA RIVER NEAR WHITEROCK, CO.",usgs,37.77028886,-104.1271868
07119500,CO,"APISHAPA RIVER NEAR FOWLER, CO",usgs,38.1085,-103.9676111
07119700,CO,"ARKANSAS RIVER AT CATLIN DAM, NEAR FOWLER, CO.",usgs,38.12583934,-103.9119006
07120480,CO,"LAKE MEREDITH OUTLET AT HWY 71 NR ORDWAY, CO",usgs,38.19944444,-103.7105556
07120500,CO,"ARKANSAS RIVER NEAR ROCKY FORD, CO.",usgs,38.06528559,-103.6860593
07120620,CO,"BIG ARROYO NEAR THATCHER, CO",usgs,37.5548333,-104.0212222
07121000,CO,"TIMPAS CREEK NEAR ROCKY FORD, CO.",usgs,37.9527873,-103.7243948
07121500,CO,"TIMPAS CREEK AT MOUTH NEAR SWINK, CO.",usgs,38.0030644,-103.6560588
07122060,CO,"FORT LYON CANAL NEAR CASA, CO",usgs,38.0355637,-103.4721622
07122105,CO,"FORT LYON CANAL NEAR CORNELIA, CO",usgs,38.10695065,-103.2490973
07122200,CO,"FORT LYON CANAL NEAR HASTY, CO.",usgs,38.1441734,-102.958812
07122350,CO,"FORT LYON CANAL NEAR BIG BEND, CO",usgs,38.25806304,-102.7788079
07122390,CO,"FT LYON CANAL WASTE TO AMITY CANAL NR. KORNMAN, CO",usgs,38.14334198,-102.5874153
07122400,CO,"CROOKED ARROYO NEAR SWINK, CO.",usgs,37.9822313,-103.5982788
07122500,CO,"CROOKED ARROYO NEAR LA JUNTA, CO.",usgs,37.99862,-103.587445
07123000,CO,"ARKANSAS RIVER AT LA JUNTA, CO",usgs,37.99055556,-103.5319444
07123500,CO,"HORSE CREEK NEAR SUGAR CITY, CO.",usgs,38.2391716,-103.6349443
07123675,CO,"HORSE CREEK NEAR LAS ANIMAS, CO",usgs,38.0850069,-103.3538237
07124000,CO,"ARKANSAS RIVER AT LAS ANIMAS, CO.",usgs,38.0808399,-103.2196523
07124050,CO,"MIDDLE FORK PURGATOIRE RIVER AT STONEWALL, CO.",usgs,37.15279724,-105.0130568
07124100,CO,"MOLINO CANYON NEAR WESTON, CO.",usgs,37.1322425,-104.8072154
07124120,CO,"SARCILLO CANYON NEAR SEGUNDO, CO.",usgs,37.1239094,-104.7641583
07124200,CO,"PURGATOIRE RIVER AT MADRID, CO.",usgs,37.12946459,-104.6399888
07124210,CO,"MULLIGAN CANYON NEAR BONCARBO, CO.",usgs,37.2102959,-104.6608218
07124220,CO,"REILLY CANYON AT COKEDALE, CO.",usgs,37.14529747,-104.6191548
07124300,CO,"LONG CANYON CREEK NEAR MADRID, CO.",usgs,37.11474266,-104.605266
07124350,CO,"CARPIOS CANYON NEAR JANSEN, CO.",usgs,37.15363048,-104.5702648
07124400,CO,"TRINIDAD LAKE NEAR TRINIDAD, CO.",usgs,37.14113076,-104.5519312
07124410,CO,"PURGATOIRE RIVER BELOW TRINIDAD LAKE, CO.",usgs,37.14390846,-104.5477644
07124500,CO,"PURGATOIRE RIVER AT TRINIDAD, CO.",usgs,37.1708521,-104.509152
07125000,CO,"PURGATOIRE RIVER NEAR HOEHNE, CO.",usgs,37.24834995,-104.4035923
07125100,CO,"FRIJOLE CREEK NEAR ALFALFA, CO",usgs,37.19966667,-104.2110278
07125500,CO,"SAN FRANCISCO CREEK NEAR ALFALFA, CO",usgs,37.1848611,-104.14525
07126000,CO,"PURGATOIRE RIVER NEAR ALFALFA, CO.",usgs,37.188352,-104.1327505
07126100,CO,"LUNING ARROYO NEAR MODEL, CO.",usgs,37.30446175,-104.0155216
07126110,CO,"LUNING ARROYO TRIBUTARY NEAR MODEL, CO.",usgs,37.2791842,-104.0305226
07126130,CO,"VAN BREMER ARROYO NEAR THATCHER, CO",usgs,37.41,-104.1683333
07126140,CO,"VAN BREMER ARROYO NEAR TYRONE, CO",usgs,37.3994599,-104.115802
07126200,CO,"VAN BREMER ARROYO NEAR MODEL, CO",usgs,37.34557255,-103.9580186
07126300,CO,"PURGATOIRE RIVER NEAR THATCHER, CO.",usgs,37.3564059,-103.9002383
07126320,CO,"BURKE ARROYO TRIBUTARY NEAR THATCHER, CO",usgs,37.4271111,-103.9698333
07126325,CO,"TAYLOR ARROYO BL ROCK CROSSING, NR THATCHER, CO.",usgs,37.42418269,-103.9202382
07126390,CO,"LOCKWOOD CANYON CREEK NEAR THATCHER, CO",usgs,37.49279316,-103.8280114
07126415,CO,"RED ROCK CANYON CREEK AT MOUTH NR THATCHER, CO.",usgs,37.51529314,-103.7255071
07126470,CO,"CHACUACO CREEK AT MOUTH NEAR TIMPAS, CO",usgs,37.54390395,-103.63217
07126480,CO,"BENT CANYON CREEK AT MOUTH NEAR TIMPAS, CO",usgs,37.58918109,-103.6482815
07126485,CO,"PURGATOIRE RIVER AT ROCK CROSSING NR TIMPAS, CO.",usgs,37.6183474,-103.593557
07126500,CO,"PURGATOIRE RIVER AT NINEMILE DAM, NR HIGBEE, CO.",usgs,37.7147351,-103.5110538
07128000,CO,"PURGATOIRE R AT HIGHLAND DAM, NR LAS ANIMAS, CO.",usgs,37.89917544,-103.3035455
07128500,CO,"PURGATOIRE RIVER NEAR LAS ANIMAS, CO",usgs,38.0342222,-103.2014167
07129500,CO,"RULE CREEK NEAR CADDOA, CO.",usgs,37.99945218,-103.0771488
07130000,CO,"JOHN MARTIN RESERVOIR AT CADDOA, CO",usgs,38.06806298,-102.9374229
07130500,CO,"ARKANSAS RIVER BELOW JOHN MARTIN RESERVOIR, CO.",usgs,38.06639635,-102.9324228
07131000,CO,"CADDOA CREEK AT CADDOA, CO.",usgs,38.0627853,-102.9185337
07133000,CO,"ARKANSAS RIVER AT LAMAR, CO",usgs,38.10579167,-102.6182056
07133050,CO,"WILLOW CREEK NEAR LAMAR, CO.",usgs,38.03778627,-102.6146386
07134000,CO,"BIG SANDY CR ABV AMITY CNL DIVERSN, NR KORNMAN, CO",usgs,38.21445366,-102.4801907
07134100,CO,"BIG SANDY CREEK NEAR LAMAR, CO.",usgs,38.11417565,-102.4838023
07134180,CO,"ARKANSAS RIVER NEAR GRANADA, CO.",usgs,38.0955649,-102.3107453
07134990,CO,"WILD HORSE CREEK ABOVE HOLLY, CO",usgs,38.05702778,-102.1384722
07135000,CO,"TWO BUTTE CREEK NEAR HOLLY, CO.",usgs,38.0277888,-102.1390744
07135500,CO,"ARKANSAS RIVER AT HOLLY, CO.",usgs,38.04362258,-102.1196294
07136000,CO,"WILD HORSE CREEK AT HOLLY, CO.",usgs,38.0458448,-102.1185183
07136500,CO,"HOLLY DRAIN NEAR HOLLY, CO.",usgs,38.04529037,-102.0485161
08213500,CO,"RIO GRANDE AT THIRTYMILE BRIDGE, NR CREEDE, CO.",usgs,37.72472199,-107.2556094
08214500,CO,"NORTH CLEAR CREEK BL CONTINENTAL RESERVOIR, CO.",usgs,37.88833177,-107.2033863
08216500,CO,"WILLOW CREEK AT CREEDE, CO",usgs,37.85611048,-106.9275456
08217000,CO,"RIO GRANDE AT WASON, BELOW CREEDE, CO.",usgs,37.8225003,-106.8892116
08217500,CO,"RIO GRANDE AT WAGON WHEEL GAP, CO",usgs,37.76694638,-106.831433
08218000,CO,"GOOSE CREEK NEAR WAGONWHEEL GAP, CO",usgs,37.68788889,-106.8447222
08218500,CO,"GOOSE CREEK AT WAGONWHEEL GAP, CO.",usgs,37.75194676,-106.8300442
08219500,CO,"SOUTH FORK RIO GRANDE AT SOUTH FORK, CO",usgs,37.65694884,-106.6492082
08220000,CO,"RIO GRANDE NEAR DEL NORTE, CO",usgs,37.6886111,-106.4598611
08220500,CO,"PINOS CREEK NEAR DEL NORTE, CO.",usgs,37.5916708,-106.4500382
08220900,CO,"SAN FRANCISCO CREEK AT UPPER STA. NR DEL NORTE, CO",usgs,37.57889289,-106.3703134
08221500,CO,"RIO GRANDE NEAR MONTE VISTA, CO.",usgs,37.60944707,-106.1489175
08223000,CO,"RIO GRANDE AT ALAMOSA, CO.",usgs,37.48139328,-105.8800218
08223500,CO,"ROCK CREEK NEAR MONTE VISTA, CO.",usgs,37.49028216,-106.2594768
08224110,CO,"SAN LUIS CREEK NEAR PONCHA PASS, CO.",usgs,38.40610936,-106.064183
08224113,CO,"SAN LUIS CREEK ABOVE VILLA GROVE, CO.",usgs,38.4011094,-106.0647386
08224200,CO,"RASPBERRY CREEK NEAR VILLA GROVE, CO.",usgs,38.3402762,-105.9436234
08224500,CO,"KERBER CR ABV LITTLE KERBER CR NR VILLA GROVE, CO",usgs,38.22027745,-106.089741
08226600,CO,"NOLAND GULCH TRIB RES INFLOW NR VILLA GROVE, CO.",usgs,38.20944367,-105.9616807
08226700,CO,"COTTON CREEK NEAR MINERAL HOT SPRINGS, CO.",usgs,38.13194324,-105.7886216
08227000,CO,"SAGUACHE CREEK NEAR SAGUACHE, CO",usgs,38.16333294,-106.290583
08227400,CO,"TRACY PIT RESERVOIR INFLOW NEAR SAGUACHE, CO.",usgs,38.0455559,-106.2189153
08227500,CO,"NORTH CRESTONE CREEK NEAR CRESTONE, CO.",usgs,38.01361029,-105.6927882
08229500,CO,"COTTONWOOD CREEK NEAR CRESTONE, CO.",usgs,37.933333,-105.6455666
08230500,CO,"CARNERO CREEK NEAR LA GARITA, CO.",usgs,37.85972315,-106.3194768
08231000,CO,"LA GARITA CREEK NEAR LA GARITA, CO",usgs,37.8133348,-106.318644
08234200,CO,"MOSCA CREEK NEAR MOSCA, CO.",usgs,37.73472355,-105.5080672
08235250,CO,"ALAMOSA RIVER ABOVE WIGHTMAN FORK NEAR JASPER, CO",usgs,37.40250568,-106.5219821
08235270,CO,"WIGHTMAN FORK BEL CROPSY CREEK AT SUMMITVILLE, CO",usgs,37.42917306,-106.5847609
08235290,CO,"WIGHTMAN FORK AT MOUTH NEAR JASPER, CO",usgs,37.40389457,-106.5217044
08235350,CO,"ALAMOSA RIVER ABOVE JASPER, CO",usgs,37.4175054,-106.4922599
08235700,CO,ALAMOSA RIVER BELOW CASTLEMAN GULCH NEAR JASPER,usgs,37.40278317,-106.450592
08236000,CO,"ALAMOSA RIVER ABOVE TERRACE RESERVOIR, CO.",usgs,37.37472769,-106.3347558
08236500,CO,"ALAMOSA RIVER BELOW TERRACE RESERVOIR, CO.",usgs,37.35278344,-106.2775324
08238000,CO,"LA JARA CREEK AT GALLEGOS RANCH, NR CAPULIN, CO.",usgs,37.2088969,-106.1883626
08238350,CO,"YELLOW WARBLER RES INFLOW NEAR ANTONIO, CO.",usgs,37.10001096,-106.112803
08238380,CO,"TURKEY RESERVOIR INFLOW NEAR CONEJOS, CO.",usgs,37.13778794,-106.1119703
08240000,CO,"RIO GRANDE AB MOUTH TRINCHERA C NR LASAUSES, CO.",usgs,37.3161205,-105.7427959
08240500,CO,"TRINCHERA C AB TURNERS RANCH, NR FT GARLAND, CO.",usgs,37.37473306,-105.2950101
08241000,CO,"TRINCHERA C AB MTN HOME RE, NR FORT GARLAND, CO.",usgs,37.39473208,-105.3691772
08241500,CO,"SANGRE DE CRISTO CREEK NEAR FORT GARLAND, CO.",usgs,37.42500877,-105.4150108
08242500,CO,"UTE CREEK NEAR FORT GARLAND, CO",usgs,37.4472222,-105.4258333
08243500,CO,"TRINCHERA CREEK BELOW SMITH RES, NR BLANCA, CO.",usgs,37.38611996,-105.5511248
08245000,CO,"CONEJOS RIVER BELOW PLATORO RESERVOIR, CO",usgs,37.3550059,-106.5442035
08245500,CO,"CONEJOS RIVER AT PLATORO, CO.",usgs,37.3538946,-106.5250367
08246000,CO,"CONEJOS R AT COUNSELLORS CABIN, NEAR MOGOTE, CO.",usgs,37.12167564,-106.3283646
08246500,CO,"CONEJOS RIVER NEAR MOGOTE, CO.",usgs,37.05390016,-106.1875269
08248500,CO,"SAN ANTONIO RIVER AT MOUTH, NEAR MANASSA, CO.",usgs,37.17695615,-105.8780757
08249000,CO,"CONEJOS RIVER NEAR LASAUSES, CO",usgs,37.30028754,-105.7469627
08249400,CO,"CULEBRA CREEK NEAR CHAMA, CO.",usgs,37.1814051,-105.3211227
08250000,CO,"CULEBRA CREEK AT SAN LUIS, CO",usgs,37.18388889,-105.4258333
08250500,CO,"CULEBRA CREEK BELOW SAN LUIS, CO.",usgs,37.17779354,-105.4319563
08251500,CO,"RIO GRANDE NEAR LOBATOS, CO",usgs,37.0786111,-105.7569444
08252000,CO,RIO GRANDE AT COLORADO-NEW MEXICO STATE LINE,usgs,37.0008523,-105.7225142
08257500,CO,"CORDILLERA DITCH AT GARCIA, CO",usgs,36.9947437,-105.5280652
08259000,CO,"CERRO CANAL NEAR JAROSO, CO",usgs,36.9947431,-105.577233
08259500,CO,"NEW MEXICO BRANCH CERRO CANAL NEAR JAROSO, CO",usgs,36.9952986,-105.5802886
08259600,CO,"CERRO CANAL AT STATE LINE NEAR JAROSO, CO",usgs,36.9947431,-105.577233
08261000,CO,"COSTILLA CREEK NEAR GARCIA, CO",usgs,36.98902778,-105.5324583
09010000,CO,"GRAND RIVER DITCH AT LA POUDRE PASS, CO.",usgs,40.47720557,-105.8219547
09010100,CO,"LADY CREEK NEAR GRAND LAKE, CO",usgs,40.46553889,-105.846678
09010400,CO,"JIMMY CREEK NEAR GRAND LAKE, CO.",usgs,40.37553958,-105.8805688
09010500,CO,"COLORADO RIVER BELOW BAKER GULCH NR GRAND LAKE, CO",usgs,40.32581784,-105.8566791
09010501,CO,COLO R BL BAKER GUL PLUS GRAND R D COLO,usgs,40.32581784,-105.8566791
09010600,CO,"ONAHU CREEK NEAR GRAND LAKE, CO",usgs,40.3227623,-105.8430675
09011000,CO,"COLORADO RIVER NEAR GRAND LAKE, CO.",usgs,40.2188742,-105.8575127
09011500,CO,"L COLUMBINE C AB SHADOW MTN LK, AT GRAND LK, CO.",usgs,40.2524851,-105.8341786
09012400,CO,"TONAHUTU CREEK NEAR GRAND LAKE, COLO.",usgs,40.2685961,-105.8194557
09012410,CO,"HARBISON DITCH NEAR GRAND LAKE, COLO.",usgs,40.2683183,-105.820289
09012420,CO,"TONAHUTU CREEK BLW HARBISON DITCH NR GRAND LAKE,CO",usgs,40.26526279,-105.8208447
09012500,CO,"NORTH INLET AT GRAND LAKE, CO",usgs,40.25085,-105.8144444
09013000,CO,"ALVA B ADAMS TUN AT E PORTAL, NR ESTES PARK, CO.",usgs,40.32776195,-105.5780567
09013500,CO,"EAST INLET NEAR GRAND LAKE, CO.",usgs,40.23637409,-105.7983437
09014000,CO,"GRAND LAKE OUTLET AT GRAND LAKE, CO.",usgs,40.24470739,-105.8264005
09014050,CO,"GRAND LAKE OUTLET BLW CHIPMUNK LN AT GRAND LK, CO",usgs,40.24616667,-105.8288333
09015000,CO,"COLORADO RIVER BL SHADOW MOUNTAIN RESERVOIR, CO.",usgs,40.20665207,-105.8389007
09015500,CO,"COLUMBINE CREEK ABV LAKE GRANBY, NR GRAND LAKE, CO",usgs,40.18644444,-105.8202778
09016000,CO,"ROARING FORK ABOVE LAKE GRANBY, CO.",usgs,40.13081927,-105.7675084
09016500,CO,"ARAPAHO CREEK AT MONARCH LAKE OUTLET, CO",usgs,40.1124861,-105.7497297
09017000,CO,"ARAPAHO CREEK BELOW MONARCH LAKE, CO.",usgs,40.12970816,-105.7761198
09018000,CO,"STILLWATER CREEK AB LK GRANBY, NR GRAND LK, CO.",usgs,40.18804106,-105.895014
09018300,CO,"GRANBY PUMP CANAL NR GRAND LAKE, CO.",usgs,40.20665207,-105.8494567
09019000,CO,"COLORADO RIVER BELOW LAKE GRANBY, CO.",usgs,40.1441524,-105.8672348
09019500,CO,"COLORADO RIVER NEAR GRANBY, CO",usgs,40.12081915,-105.9005694
09020000,CO,"WILLOW CREEK NEAR GRANBY, CO.",usgs,40.180541,-106.0091853
